"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","song","album.x","song.title","song.id","artist","album.y","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","Date","Chart","Artist","Date2","album2","album.date"
"247",6,4,2,10,2,8,1,2,13,5,"This Is Not An Exit","The Sound Of White Noise","This Is Not an Exit","5UcKluDovXMimUdpLaEhx9","Anthrax","Sound Of White Noise",0.328,0.976,3,-5.733,0,0.286,0.00559,0,0.461,0.0671,137.31,"audio_features","5UcKluDovXMimUdpLaEhx9","spotify:track:5UcKluDovXMimUdpLaEhx9","https://api.spotify.com/v1/tracks/5UcKluDovXMimUdpLaEhx9","https://api.spotify.com/v1/audio-analysis/5UcKluDovXMimUdpLaEhx9",408800,4,1993-05-25,7,"Anthrax",1993,"Sound Of White Noise","Sound Of White Noise 1993"
"248",8,5,5,10,5,9,7,8,15,10,"Fueled","Stomp 442","Fueled","3B7d8rKqKipqPsFfNvMuNT","Anthrax","Stomp 442",0.455,0.976,7,-4.855,1,0.133,0.000482,0.0057,0.135,0.359,94.979,"audio_features","3B7d8rKqKipqPsFfNvMuNT","spotify:track:3B7d8rKqKipqPsFfNvMuNT","https://api.spotify.com/v1/tracks/3B7d8rKqKipqPsFfNvMuNT","https://api.spotify.com/v1/audio-analysis/3B7d8rKqKipqPsFfNvMuNT",242307,4,1995-10-24,47,"Anthrax",1995,"Stomp 442","Stomp 442 1995"
"249",3,4,3,4,3,1,1,2,6,6,"King Size","Stomp 442","King Size","736geYKFzPfJCjCPxoe4bf","Anthrax","Stomp 442",0.296,0.961,7,-5.11,1,0.0919,4.08e-05,0.0923,0.187,0.182,85.591,"audio_features","736geYKFzPfJCjCPxoe4bf","spotify:track:736geYKFzPfJCjCPxoe4bf","https://api.spotify.com/v1/tracks/736geYKFzPfJCjCPxoe4bf","https://api.spotify.com/v1/audio-analysis/736geYKFzPfJCjCPxoe4bf",239800,4,1995-10-24,47,"Anthrax",1995,"Stomp 442","Stomp 442 1995"
"250",3,0,2,2,1,2,1,0,7,2,"Riding Shotgun","Stomp 442","Riding Shotgun","3ov2I5jOFaF29iRJIFR1mg","Anthrax","Stomp 442",0.235,0.979,1,-5.641,1,0.171,2.41e-06,0.123,0.183,0.126,161.987,"audio_features","3ov2I5jOFaF29iRJIFR1mg","spotify:track:3ov2I5jOFaF29iRJIFR1mg","https://api.spotify.com/v1/tracks/3ov2I5jOFaF29iRJIFR1mg","https://api.spotify.com/v1/audio-analysis/3ov2I5jOFaF29iRJIFR1mg",266733,4,1995-10-24,47,"Anthrax",1995,"Stomp 442","Stomp 442 1995"
"251",4,5,1,3,2,3,2,2,6,4,"Perpetual Motion","Stomp 442","Perpetual Motion","0uyIXhCN0O8h2g8NWTyWf1","Anthrax","Stomp 442",0.229,0.978,7,-6.127,1,0.165,1.28e-05,0.0449,0.262,0.0487,168.215,"audio_features","0uyIXhCN0O8h2g8NWTyWf1","spotify:track:0uyIXhCN0O8h2g8NWTyWf1","https://api.spotify.com/v1/tracks/0uyIXhCN0O8h2g8NWTyWf1","https://api.spotify.com/v1/audio-analysis/0uyIXhCN0O8h2g8NWTyWf1",258627,4,1995-10-24,47,"Anthrax",1995,"Stomp 442","Stomp 442 1995"
"252",6,1,2,5,1,5,1,2,15,5,"In A Zone","Stomp 442","In A Zone","7pmEsxg19DoP3q9NF1tGEI","Anthrax","Stomp 442",0.292,0.965,2,-5.641,1,0.132,1.55e-05,0.0292,0.0835,0.137,122.917,"audio_features","7pmEsxg19DoP3q9NF1tGEI","spotify:track:7pmEsxg19DoP3q9NF1tGEI","https://api.spotify.com/v1/tracks/7pmEsxg19DoP3q9NF1tGEI","https://api.spotify.com/v1/audio-analysis/7pmEsxg19DoP3q9NF1tGEI",307573,4,1995-10-24,47,"Anthrax",1995,"Stomp 442","Stomp 442 1995"
"253",5,2,3,5,5,5,0,5,8,5,"Nothing","Stomp 442","Nothing","1FzFDZ3BNU3R0olHCkc8OD","Anthrax","Stomp 442",0.364,0.977,7,-5.822,1,0.103,2.31e-05,0.00042,0.0508,0.0885,100.382,"audio_features","1FzFDZ3BNU3R0olHCkc8OD","spotify:track:1FzFDZ3BNU3R0olHCkc8OD","https://api.spotify.com/v1/tracks/1FzFDZ3BNU3R0olHCkc8OD","https://api.spotify.com/v1/audio-analysis/1FzFDZ3BNU3R0olHCkc8OD",274467,4,1995-10-24,47,"Anthrax",1995,"Stomp 442","Stomp 442 1995"
"254",3,0,4,2,0,4,2,0,8,1,"American Pompeii","Stomp 442","American Pompeii","76xmbdteKTFFxcfKRu9KEu","Anthrax","Stomp 442",0.329,0.941,1,-6.373,1,0.0584,1.86e-05,0.0579,0.201,0.282,109.902,"audio_features","76xmbdteKTFFxcfKRu9KEu","spotify:track:76xmbdteKTFFxcfKRu9KEu","https://api.spotify.com/v1/tracks/76xmbdteKTFFxcfKRu9KEu","https://api.spotify.com/v1/audio-analysis/76xmbdteKTFFxcfKRu9KEu",330267,4,1995-10-24,47,"Anthrax",1995,"Stomp 442","Stomp 442 1995"
"255",4,2,3,6,3,5,3,5,8,6,"Drop The Ball","Stomp 442","Drop The Ball","4gR0NuDxtcp7VNXua552KY","Anthrax","Stomp 442",0.365,0.965,6,-5.47,0,0.0839,2.17e-05,0.00188,0.419,0.0776,108.141,"audio_features","4gR0NuDxtcp7VNXua552KY","spotify:track:4gR0NuDxtcp7VNXua552KY","https://api.spotify.com/v1/tracks/4gR0NuDxtcp7VNXua552KY","https://api.spotify.com/v1/audio-analysis/4gR0NuDxtcp7VNXua552KY",299200,4,1995-10-24,47,"Anthrax",1995,"Stomp 442","Stomp 442 1995"
"256",1,1,0,1,0,1,1,0,1,3,"Tester","Stomp 442","Tester","4bNsrHYbusVTD8Hnd52iVY","Anthrax","Stomp 442",0.338,0.977,7,-5.487,1,0.0623,4.65e-05,0.766,0.666,0.362,142.752,"audio_features","4bNsrHYbusVTD8Hnd52iVY","spotify:track:4bNsrHYbusVTD8Hnd52iVY","https://api.spotify.com/v1/tracks/4bNsrHYbusVTD8Hnd52iVY","https://api.spotify.com/v1/audio-analysis/4bNsrHYbusVTD8Hnd52iVY",261067,4,1995-10-24,47,"Anthrax",1995,"Stomp 442","Stomp 442 1995"
"257",0,4,0,1,2,1,1,3,3,6,"Bare","Stomp 442","Bare","1LVNN42fgyFXnIjpcpV2JY","Anthrax","Stomp 442",0.565,0.622,3,-9.322,1,0.0265,0.148,0,0.109,0.255,103.586,"audio_features","1LVNN42fgyFXnIjpcpV2JY","spotify:track:1LVNN42fgyFXnIjpcpV2JY","https://api.spotify.com/v1/tracks/1LVNN42fgyFXnIjpcpV2JY","https://api.spotify.com/v1/audio-analysis/1LVNN42fgyFXnIjpcpV2JY",330067,4,1995-10-24,47,"Anthrax",1995,"Stomp 442","Stomp 442 1995"
"258",4,2,3,6,0,6,2,2,8,3,"Dethroned Emperor","Stomp 442","Dethroned Emperor","0BuJ0vcqgFGQN8MyIQI2vB","Anthrax","Stomp 442",0.321,0.934,11,-7.591,1,0.0879,6.98e-06,0.853,0.0879,0.411,139.247,"audio_features","0BuJ0vcqgFGQN8MyIQI2vB","spotify:track:0BuJ0vcqgFGQN8MyIQI2vB","https://api.spotify.com/v1/tracks/0BuJ0vcqgFGQN8MyIQI2vB","https://api.spotify.com/v1/audio-analysis/0BuJ0vcqgFGQN8MyIQI2vB",271600,4,1995-10-24,47,"Anthrax",1995,"Stomp 442","Stomp 442 1995"
"259",2,4,2,2,5,3,3,3,3,4,"Celebrated Summer","Stomp 442","Celebrated Summer","3Pz1yj9gPAtHZEcOaiAXXK","Anthrax","Stomp 442",0.245,0.99,7,-4.051,1,0.126,4.11e-05,0.509,0.332,0.134,99.475,"audio_features","3Pz1yj9gPAtHZEcOaiAXXK","spotify:track:3Pz1yj9gPAtHZEcOaiAXXK","https://api.spotify.com/v1/tracks/3Pz1yj9gPAtHZEcOaiAXXK","https://api.spotify.com/v1/audio-analysis/3Pz1yj9gPAtHZEcOaiAXXK",263960,4,1995-10-24,47,"Anthrax",1995,"Stomp 442","Stomp 442 1995"
"260",3,1,3,4,0,4,2,1,4,1,"Crush","Volume 8: The Threat Is Real","Crush","0efukXINbkeCvGv3OeTTAg","Anthrax","Volume 8: The Threat Is Real",0.513,0.972,8,-6.592,0,0.103,0.000466,0.0102,0.31,0.523,137.514,"audio_features","0efukXINbkeCvGv3OeTTAg","spotify:track:0efukXINbkeCvGv3OeTTAg","https://api.spotify.com/v1/tracks/0efukXINbkeCvGv3OeTTAg","https://api.spotify.com/v1/audio-analysis/0efukXINbkeCvGv3OeTTAg",261333,4,1998-07-21,118,"Anthrax",1998,"Volume 8: The Threat Is Real","Volume 8: The Threat Is Real 1998"
"261",6,1,4,7,3,9,3,2,8,8,"Catharsis","Volume 8: The Threat Is Real","Catharsis","0ZG0uupahWVoPjNG2sRE8Q","Anthrax","Volume 8: The Threat Is Real",0.388,0.973,10,-4.935,0,0.13,6.98e-05,0.0092,0.255,0.338,95.666,"audio_features","0ZG0uupahWVoPjNG2sRE8Q","spotify:track:0ZG0uupahWVoPjNG2sRE8Q","https://api.spotify.com/v1/tracks/0ZG0uupahWVoPjNG2sRE8Q","https://api.spotify.com/v1/audio-analysis/0ZG0uupahWVoPjNG2sRE8Q",293627,4,1998-07-21,118,"Anthrax",1998,"Volume 8: The Threat Is Real","Volume 8: The Threat Is Real 1998"
"262",4,3,4,8,2,5,1,3,7,5,"Inside Out","Volume 8: The Threat Is Real","Inside Out","4xO3I8wK4IZwGCCtfk6Ral","Anthrax","Volume 8: The Threat Is Real",0.322,0.902,1,-5.854,0,0.0825,0.000786,0.000215,0.101,0.313,90.515,"audio_features","4xO3I8wK4IZwGCCtfk6Ral","spotify:track:4xO3I8wK4IZwGCCtfk6Ral","https://api.spotify.com/v1/tracks/4xO3I8wK4IZwGCCtfk6Ral","https://api.spotify.com/v1/audio-analysis/4xO3I8wK4IZwGCCtfk6Ral",331413,4,1998-07-21,118,"Anthrax",1998,"Volume 8: The Threat Is Real","Volume 8: The Threat Is Real 1998"
"263",3,6,2,4,3,7,3,5,9,7,"Toast To The Extras","Volume 8: The Threat Is Real","Toast to the Extras","1w4fbJWKPMKXRtSJXEHlQk","Anthrax","Volume 8: The Threat Is Real",0.426,0.92,11,-7.821,1,0.0772,0.0352,0.00847,0.101,0.357,88.124,"audio_features","1w4fbJWKPMKXRtSJXEHlQk","spotify:track:1w4fbJWKPMKXRtSJXEHlQk","https://api.spotify.com/v1/tracks/1w4fbJWKPMKXRtSJXEHlQk","https://api.spotify.com/v1/audio-analysis/1w4fbJWKPMKXRtSJXEHlQk",264560,4,1998-07-21,118,"Anthrax",1998,"Volume 8: The Threat Is Real","Volume 8: The Threat Is Real 1998"
"264",5,0,2,3,0,2,4,2,7,2,"Born Again Idiot","Volume 8: The Threat Is Real","Born Again Idiot","7JrvWELZql4Ke0TJPRcdT9","Anthrax","Volume 8: The Threat Is Real",0.372,0.95,6,-6.201,1,0.0584,0.000353,0.000108,0.103,0.693,91.801,"audio_features","7JrvWELZql4Ke0TJPRcdT9","spotify:track:7JrvWELZql4Ke0TJPRcdT9","https://api.spotify.com/v1/tracks/7JrvWELZql4Ke0TJPRcdT9","https://api.spotify.com/v1/audio-analysis/7JrvWELZql4Ke0TJPRcdT9",255147,4,1998-07-21,118,"Anthrax",1998,"Volume 8: The Threat Is Real","Volume 8: The Threat Is Real 1998"
"265",3,3,1,5,0,4,2,1,8,2,"Killing Box","Volume 8: The Threat Is Real","Killing Box","33vrHocDbHjyJmN0fN3ISZ","Anthrax","Volume 8: The Threat Is Real",0.449,0.93,8,-5.876,1,0.0771,0.000178,0.0181,0.111,0.594,146.411,"audio_features","33vrHocDbHjyJmN0fN3ISZ","spotify:track:33vrHocDbHjyJmN0fN3ISZ","https://api.spotify.com/v1/tracks/33vrHocDbHjyJmN0fN3ISZ","https://api.spotify.com/v1/audio-analysis/33vrHocDbHjyJmN0fN3ISZ",219667,4,1998-07-21,118,"Anthrax",1998,"Volume 8: The Threat Is Real","Volume 8: The Threat Is Real 1998"
"266",4,3,3,5,2,4,4,3,9,5,"Harms Way","Volume 8: The Threat Is Real","Harms Way","3ZF3SRXcpwJN0zKnEAmixJ","Anthrax","Volume 8: The Threat Is Real",0.21,0.958,11,-6.475,0,0.125,1.21e-05,4.05e-06,0.301,0.229,161.655,"audio_features","3ZF3SRXcpwJN0zKnEAmixJ","spotify:track:3ZF3SRXcpwJN0zKnEAmixJ","https://api.spotify.com/v1/tracks/3ZF3SRXcpwJN0zKnEAmixJ","https://api.spotify.com/v1/audio-analysis/3ZF3SRXcpwJN0zKnEAmixJ",313627,4,1998-07-21,118,"Anthrax",1998,"Volume 8: The Threat Is Real","Volume 8: The Threat Is Real 1998"
"267",3,7,2,3,4,5,1,4,10,6,"Hog Tied","Volume 8: The Threat Is Real","Hog Tied","3Me8kkqbfL01bMXLOaGmsz","Anthrax","Volume 8: The Threat Is Real",0.375,0.932,6,-5.161,1,0.0544,0.00101,0.000828,0.223,0.734,139.076,"audio_features","3Me8kkqbfL01bMXLOaGmsz","spotify:track:3Me8kkqbfL01bMXLOaGmsz","https://api.spotify.com/v1/tracks/3Me8kkqbfL01bMXLOaGmsz","https://api.spotify.com/v1/audio-analysis/3Me8kkqbfL01bMXLOaGmsz",276613,4,1998-07-21,118,"Anthrax",1998,"Volume 8: The Threat Is Real","Volume 8: The Threat Is Real 1998"
"268",5,4,3,5,4,5,1,4,13,6,"Big Fat","Volume 8: The Threat Is Real","Big Fat","1CweL6ajDMzUm9Wd0r6tcN","Anthrax","Volume 8: The Threat Is Real",0.359,0.932,6,-5.682,1,0.0643,0.000413,0.00257,0.179,0.275,108.559,"audio_features","1CweL6ajDMzUm9Wd0r6tcN","spotify:track:1CweL6ajDMzUm9Wd0r6tcN","https://api.spotify.com/v1/tracks/1CweL6ajDMzUm9Wd0r6tcN","https://api.spotify.com/v1/audio-analysis/1CweL6ajDMzUm9Wd0r6tcN",360773,4,1998-07-21,118,"Anthrax",1998,"Volume 8: The Threat Is Real","Volume 8: The Threat Is Real 1998"
"269",0,0,0,0,0,1,0,0,1,0,"Cupajoe","Volume 8: The Threat Is Real","Cupajoe","1qvnVWhhrBtCex3s161PJa","Anthrax","Volume 8: The Threat Is Real",0.468,0.662,9,-6.178,1,0.299,0.00356,0.000505,0.0398,0.462,105.042,"audio_features","1qvnVWhhrBtCex3s161PJa","spotify:track:1qvnVWhhrBtCex3s161PJa","https://api.spotify.com/v1/tracks/1qvnVWhhrBtCex3s161PJa","https://api.spotify.com/v1/audio-analysis/1qvnVWhhrBtCex3s161PJa",46413,4,1998-07-21,118,"Anthrax",1998,"Volume 8: The Threat Is Real","Volume 8: The Threat Is Real 1998"
"270",2,5,2,2,3,1,0,3,5,5,"Alpha Male","Volume 8: The Threat Is Real","Alpha Male","5DdUDDhGZcFNTEAd6aITja","Anthrax","Volume 8: The Threat Is Real",0.447,0.946,9,-5.122,1,0.0867,0.00224,0,0.135,0.881,147.973,"audio_features","5DdUDDhGZcFNTEAd6aITja","spotify:track:5DdUDDhGZcFNTEAd6aITja","https://api.spotify.com/v1/tracks/5DdUDDhGZcFNTEAd6aITja","https://api.spotify.com/v1/audio-analysis/5DdUDDhGZcFNTEAd6aITja",185427,4,1998-07-21,118,"Anthrax",1998,"Volume 8: The Threat Is Real","Volume 8: The Threat Is Real 1998"
"271",4,1,2,5,1,3,1,3,6,4,"Stealing From A Thief","Volume 8: The Threat Is Real","Stealing from a Thief","5v6SeY8DHckUC1FQsA6q19","Anthrax","Volume 8: The Threat Is Real",0.322,0.915,8,-4.751,1,0.0882,0.000183,0.000332,0.0872,0.528,145.837,"audio_features","5v6SeY8DHckUC1FQsA6q19","spotify:track:5v6SeY8DHckUC1FQsA6q19","https://api.spotify.com/v1/tracks/5v6SeY8DHckUC1FQsA6q19","https://api.spotify.com/v1/audio-analysis/5v6SeY8DHckUC1FQsA6q19",332880,3,1998-07-21,118,"Anthrax",1998,"Volume 8: The Threat Is Real","Volume 8: The Threat Is Real 1998"
"272",1,5,1,1,7,0,3,7,2,10,"Pieces","Volume 8: The Threat Is Real","Pieces","1WqI9luHnCphiJzPaTKTBx","Anthrax","Volume 8: The Threat Is Real",0.402,0.594,3,-7.601,0,0.0266,0.0914,0,0.0907,0.119,141.472,"audio_features","1WqI9luHnCphiJzPaTKTBx","spotify:track:1WqI9luHnCphiJzPaTKTBx","https://api.spotify.com/v1/tracks/1WqI9luHnCphiJzPaTKTBx","https://api.spotify.com/v1/audio-analysis/1WqI9luHnCphiJzPaTKTBx",299160,4,1998-07-21,118,"Anthrax",1998,"Volume 8: The Threat Is Real","Volume 8: The Threat Is Real 1998"
"273",6,8,4,9,7,6,3,7,10,13,"Superhero","We've Come For You All","Superhero","2D5cIVWbWDM1KXWYhEBLxQ","Anthrax","We've Come For You All",0.532,0.926,2,-4.035,1,0.0644,0.000821,2.82e-06,0.304,0.314,89.001,"audio_features","2D5cIVWbWDM1KXWYhEBLxQ","spotify:track:2D5cIVWbWDM1KXWYhEBLxQ","https://api.spotify.com/v1/tracks/2D5cIVWbWDM1KXWYhEBLxQ","https://api.spotify.com/v1/audio-analysis/2D5cIVWbWDM1KXWYhEBLxQ",243253,4,2003-05-06,122,"Anthrax",2003,"We've Come For You All","We've Come For You All 2003"
"274",2,5,1,4,6,4,2,5,6,9,"Safe Home","We've Come For You All","Safe Home","6GWKWQjzO1BAKn8R5IK94B","Anthrax","We've Come For You All",0.356,0.968,1,-3.752,1,0.104,0.000279,0,0.118,0.404,75.517,"audio_features","6GWKWQjzO1BAKn8R5IK94B","spotify:track:6GWKWQjzO1BAKn8R5IK94B","https://api.spotify.com/v1/tracks/6GWKWQjzO1BAKn8R5IK94B","https://api.spotify.com/v1/audio-analysis/6GWKWQjzO1BAKn8R5IK94B",310880,4,2003-05-06,122,"Anthrax",2003,"We've Come For You All","We've Come For You All 2003"
"275",7,5,6,13,3,9,3,4,13,8,"Anyplace But Here","We've Come For You All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",4,2,5,4,2,6,3,2,8,4,"Nobody Knows Anything","We've Come For You All","Nobody Knows Anything","6xphsDnaqghoZVcxzuMh7h","Anthrax","We've Come For You All",0.435,0.985,1,-3.988,1,0.132,4.42e-05,7.53e-05,0.0551,0.41,160.082,"audio_features","6xphsDnaqghoZVcxzuMh7h","spotify:track:6xphsDnaqghoZVcxzuMh7h","https://api.spotify.com/v1/tracks/6xphsDnaqghoZVcxzuMh7h","https://api.spotify.com/v1/audio-analysis/6xphsDnaqghoZVcxzuMh7h",177253,4,2003-05-06,122,"Anthrax",2003,"We've Come For You All","We've Come For You All 2003"
"277",1,1,0,2,0,1,0,1,2,2,"Strap It On","We've Come For You All","Strap It On","58EWJRrPPts5PpXs9yvxd0","Anthrax","We've Come For You All",0.386,0.99,11,-3.911,0,0.0428,5.23e-05,2.86e-05,0.283,0.62,130.424,"audio_features","58EWJRrPPts5PpXs9yvxd0","spotify:track:58EWJRrPPts5PpXs9yvxd0","https://api.spotify.com/v1/tracks/58EWJRrPPts5PpXs9yvxd0","https://api.spotify.com/v1/audio-analysis/58EWJRrPPts5PpXs9yvxd0",212333,4,2003-05-06,122,"Anthrax",2003,"We've Come For You All","We've Come For You All 2003"
"278",4,3,1,7,1,5,3,2,7,4,"Black Dahlia","We've Come For You All","Black Dahlia","3Q8FKS4u6TV63uthQcIM6t","Anthrax","We've Come For You All",0.522,0.995,6,-4.917,1,0.223,9.73e-05,2.73e-05,0.561,0.0768,102.885,"audio_features","3Q8FKS4u6TV63uthQcIM6t","spotify:track:3Q8FKS4u6TV63uthQcIM6t","https://api.spotify.com/v1/tracks/3Q8FKS4u6TV63uthQcIM6t","https://api.spotify.com/v1/audio-analysis/3Q8FKS4u6TV63uthQcIM6t",157947,4,2003-05-06,122,"Anthrax",2003,"We've Come For You All","We've Come For You All 2003"
"279",2,4,1,5,3,4,2,3,6,5,"Cadillac Rock Box","We've Come For You All","Cadillac Rock Box","07Xbk8DW1gzGv3DicKmmPx","Anthrax","We've Come For You All",0.515,0.957,10,-3.555,0,0.134,8e-04,0,0.854,0.389,85.992,"audio_features","07Xbk8DW1gzGv3DicKmmPx","spotify:track:07Xbk8DW1gzGv3DicKmmPx","https://api.spotify.com/v1/tracks/07Xbk8DW1gzGv3DicKmmPx","https://api.spotify.com/v1/audio-analysis/07Xbk8DW1gzGv3DicKmmPx",221053,4,2003-05-06,122,"Anthrax",2003,"We've Come For You All","We've Come For You All 2003"
"280",0,1,0,1,0,0,0,0,0,0,"Crash","We've Come For You All","Crash","6ihseahSoUsqk0ZQS88NdZ","Anthrax","We've Come For You All",0.644,0.19,6,-28.443,1,0.113,0.859,0.879,0.121,0.199,181.44,"audio_features","6ihseahSoUsqk0ZQS88NdZ","spotify:track:6ihseahSoUsqk0ZQS88NdZ","https://api.spotify.com/v1/tracks/6ihseahSoUsqk0ZQS88NdZ","https://api.spotify.com/v1/audio-analysis/6ihseahSoUsqk0ZQS88NdZ",57053,4,2003-05-06,122,"Anthrax",2003,"We've Come For You All","We've Come For You All 2003"
"281",6,2,3,9,4,7,0,4,12,7,"Think About An End","We've Come For You All","Think About an End","6mjwBF3ulZGj9fpYS22SuT","Anthrax","We've Come For You All",0.317,0.96,1,-3.808,1,0.0713,6.88e-05,0.000589,0.137,0.43,104.692,"audio_features","6mjwBF3ulZGj9fpYS22SuT","spotify:track:6mjwBF3ulZGj9fpYS22SuT","https://api.spotify.com/v1/tracks/6mjwBF3ulZGj9fpYS22SuT","https://api.spotify.com/v1/audio-analysis/6mjwBF3ulZGj9fpYS22SuT",309187,4,2003-05-06,122,"Anthrax",2003,"We've Come For You All","We've Come For You All 2003"
"282",8,4,4,11,2,11,3,2,16,3,"Earth On Hell","Worship Music","Earth on Hell","5EmftZ2pZM7FkFzrr37aWV","Anthrax","Worship Music",0.368,0.934,1,-4.743,1,0.209,6.61e-06,0.0117,0.13,0.604,182.125,"audio_features","5EmftZ2pZM7FkFzrr37aWV","spotify:track:5EmftZ2pZM7FkFzrr37aWV","https://api.spotify.com/v1/tracks/5EmftZ2pZM7FkFzrr37aWV","https://api.spotify.com/v1/audio-analysis/5EmftZ2pZM7FkFzrr37aWV",190867,4,2011-09-13,12,"Anthrax",2011,"Worship Music","Worship Music 2011"
"283",7,4,8,7,3,7,4,3,13,3,"The Devil You Know","Worship Music","The Devil You Know","7boBHh57LJvrmwqCnXhT3q","Anthrax","Worship Music",0.57,0.934,1,-4.496,1,0.0872,1.05e-05,0.000549,0.0938,0.45,97.036,"audio_features","7boBHh57LJvrmwqCnXhT3q","spotify:track:7boBHh57LJvrmwqCnXhT3q","https://api.spotify.com/v1/tracks/7boBHh57LJvrmwqCnXhT3q","https://api.spotify.com/v1/audio-analysis/7boBHh57LJvrmwqCnXhT3q",286280,4,2011-09-13,12,"Anthrax",2011,"Worship Music","Worship Music 2011"
"284",5,3,2,4,3,6,2,2,6,5,"In The End","Worship Music","In the End","2lUON3M2SD2MwZtGErhHeg","Anthrax","Worship Music",0.306,0.924,1,-3.655,0,0.0792,1.05e-05,0.126,0.143,0.379,176.326,"audio_features","2lUON3M2SD2MwZtGErhHeg","spotify:track:2lUON3M2SD2MwZtGErhHeg","https://api.spotify.com/v1/tracks/2lUON3M2SD2MwZtGErhHeg","https://api.spotify.com/v1/audio-analysis/2lUON3M2SD2MwZtGErhHeg",408053,3,2011-09-13,12,"Anthrax",2011,"Worship Music","Worship Music 2011"
"285",10,5,6,12,1,5,2,2,14,3,"The Giant","Worship Music","The Giant","1w6s49C7dMHu5vLXgoNvHh","Anthrax","Worship Music",0.552,0.899,9,-4.316,1,0.0887,4.53e-06,0.00174,0.23,0.428,129.028,"audio_features","1w6s49C7dMHu5vLXgoNvHh","spotify:track:1w6s49C7dMHu5vLXgoNvHh","https://api.spotify.com/v1/tracks/1w6s49C7dMHu5vLXgoNvHh","https://api.spotify.com/v1/audio-analysis/1w6s49C7dMHu5vLXgoNvHh",227000,4,2011-09-13,12,"Anthrax",2011,"Worship Music","Worship Music 2011"
"286",15,9,10,18,4,9,5,7,27,8,"Judas Priest","Worship Music","Judas Priest","0uoV5ZIoEUO9aStz6nPsEQ","Anthrax","Worship Music",0.328,0.921,10,-4.843,0,0.148,9.15e-06,0.0101,0.147,0.462,135.057,"audio_features","0uoV5ZIoEUO9aStz6nPsEQ","spotify:track:0uoV5ZIoEUO9aStz6nPsEQ","https://api.spotify.com/v1/tracks/0uoV5ZIoEUO9aStz6nPsEQ","https://api.spotify.com/v1/audio-analysis/0uoV5ZIoEUO9aStz6nPsEQ",384387,3,2011-09-13,12,"Anthrax",2011,"Worship Music","Worship Music 2011"
"287",4,1,1,5,1,5,0,2,10,2,"Crawl","Worship Music","Crawl","2vsF6mHPWJWdQApPREopOj","Anthrax","Worship Music",0.345,0.768,8,-5.554,0,0.052,0.000157,0.105,0.271,0.158,87.502,"audio_features","2vsF6mHPWJWdQApPREopOj","spotify:track:2vsF6mHPWJWdQApPREopOj","https://api.spotify.com/v1/tracks/2vsF6mHPWJWdQApPREopOj","https://api.spotify.com/v1/audio-analysis/2vsF6mHPWJWdQApPREopOj",328973,4,2011-09-13,12,"Anthrax",2011,"Worship Music","Worship Music 2011"
"288",3,1,1,3,0,2,2,2,6,3,"The Constant","Worship Music","The Constant","4R5d4c7lbsWm9tDfsXWHKU","Anthrax","Worship Music",0.571,0.909,1,-3.727,1,0.054,6.02e-06,0.0353,0.0318,0.627,90.569,"audio_features","4R5d4c7lbsWm9tDfsXWHKU","spotify:track:4R5d4c7lbsWm9tDfsXWHKU","https://api.spotify.com/v1/tracks/4R5d4c7lbsWm9tDfsXWHKU","https://api.spotify.com/v1/audio-analysis/4R5d4c7lbsWm9tDfsXWHKU",301080,4,2011-09-13,12,"Anthrax",2011,"Worship Music","Worship Music 2011"
"289",7,4,6,6,2,4,0,3,14,5,"You Gotta Believe","For All Kings","You Gotta Believe","0FGGg9m5sbFbLoxuD7dDut","Anthrax","For All Kings",0.346,0.958,1,-5.357,1,0.109,0.00128,0.0187,0.332,0.298,118.012,"audio_features","0FGGg9m5sbFbLoxuD7dDut","spotify:track:0FGGg9m5sbFbLoxuD7dDut","https://api.spotify.com/v1/tracks/0FGGg9m5sbFbLoxuD7dDut","https://api.spotify.com/v1/audio-analysis/0FGGg9m5sbFbLoxuD7dDut",452400,4,2016-02-26,9,"Anthrax",2016,"For All Kings","For All Kings 2016"
"290",1,4,2,4,3,3,2,4,6,5,"Monster At The End","For All Kings","Monster at the End","6IfbsfaLFdIhhPazrpTDRA","Anthrax","For All Kings",0.243,0.954,10,-4.25,0,0.0895,7.25e-05,0.00457,0.145,0.411,95.295,"audio_features","6IfbsfaLFdIhhPazrpTDRA","spotify:track:6IfbsfaLFdIhhPazrpTDRA","https://api.spotify.com/v1/tracks/6IfbsfaLFdIhhPazrpTDRA","https://api.spotify.com/v1/audio-analysis/6IfbsfaLFdIhhPazrpTDRA",235819,4,2016-02-26,9,"Anthrax",2016,"For All Kings","For All Kings 2016"
